415	175
60	182
310	324
187	429
140	123
50	365
230	485
112	50
508	345
474	445
143	87
333	252
310	320
225	228
47	93
283	418
8	486
417	421
310	283
310	324
310	106
356	390
106	103
112	444
355	324
305	33
54	324
106	263
300	116
289	298
508	182
426	99
310	392
123	490
474	205
136	221
474	51
259	483
508	116
195	421
182	193
253	111
310	286
426	429
310	263
310	501
483	182
310	467
508	361
10	223
310	421
112	28
351	89
310	330
310	499
310	112
508	89
327	417
106	69
248	345
407	450
310	143
106	10
390	377
248	145
14	269
508	464
310	89
156	165
72	362
33	474
415	191
415	259
502	223
499	164
440	312
230	89
310	106
310	327
310	364
310	351
7	214
415	415
82	20
352	417
481	142
278	119
225	19
474	19
508	60
467	10
112	312
182	65
508	305
143	24
310	426
20	145
389	417
508	178
276	307
228	205
431	191
57	199
310	310
310	470
310	191
283	336
310	451
440	89
417	451
508	156
99	252
415	426
10	72
474	160
252	256
235	230
248	173
82	355
106	182
379	242
310	288
252	89
33	10
112	345
199	198
230	205
508	390
10	67
333	145
106	374
57	160
10	10
82	88
310	310
508	230
310	65
508	94
426	499
310	59
89	65
116	182
474	67
415	89
470	89
106	133
310	340
10	234
426	72
106	351
106	89
415	324
106	61
265	340
94	464
310	8
499	474
310	310
426	106
474	361
69	400
289	28
241	351
46	500
310	256
415	82
187	450
252	417
386	252
310	156
72	377
253	187
415	351
415	89
426	361
82	365
308	89
310	10
508	241
241	345
310	50
33	228
333	252
340	182
310	159
379	12
444	145
265	252
310	10
310	252
155	93
10	456
310	389
298	392
379	116
310	426
60	368
99	276
298	89
415	444
286	276
112	444
426	361
310	417
310	19
141	377
389	234
298	405
310	508
395	161
112	94
415	485
415	82
361	331
508	386
116	345
57	269
426	89
415	82
89	276
10	1
426	333
99	352
444	182
116	252
330	106
82	374
241	72
112	361
310	392
310	508
269	204
143	426
501	175
60	82
33	302
327	241
199	340
310	118
33	82
474	269
310	99
106	349
87	392
423	474
82	125
106	181
112	93
241	312
508	259
156	228
310	248
112	241
333	248
310	102
82	392
488	150
99	377
351	256
508	276
508	327
330	235
112	94
508	306
310	426
106	70
150	279
112	276
310	256
474	193
150	312
310	379
248	145
106	365
508	365
310	67
136	76
252	439
310	241
112	141
28	177
193	358
310	145
169	28
345	28
106	145
310	10
330	508
293	324
310	401
330	293
82	399
415	10
310	10
485	19
82	461
278	492
248	292
106	150
355	65
365	313
289	351
106	106
47	143
450	324
310	230
426	89
389	69
345	89
337	252
69	123
474	145
426	426
310	444
501	448
474	145
340	145
305	89
143	420
89	324
310	220
106	361
8	295
206	164
310	417
33	365
269	319
469	90
258	41
474	324
169	187
106	206
106	182
474	156
283	252
426	33
310	87
407	173
310	310
57	263
116	252
24	417
310	116
310	495
112	297
310	39
310	339
415	375
415	283
310	252
137	258
508	269
72	159
426	22
106	10
187	39
415	417
283	483
82	10
252	290
415	449
248	371
415	440
370	7
273	295
269	228
426	69
462	89
499	10
310	502
106	89
310	123
508	452
187	295
310	474
112	330
106	327
508	474
339	173
289	87
461	88
310	89
415	50
508	268
467	29
499	304
407	399
47	101
508	298
508	474
33	75
10	286
426	235
508	89
415	221
310	153
241	44
252	252
310	415
143	370
426	355
47	269
499	10
199	324
112	175
310	483
310	205
47	435
112	426
345	23
10	422
310	435
263	374
310	1
72	182
361	412
415	417
351	365
488	89
310	252
151	483
310	60
415	206
337	444
106	421
67	39
508	450
252	8
252	483
310	89
10	221
10	481
230	145
377	324
333	175
57	128
278	182
162	32
33	476
503	345
272	42
310	126
276	448
82	128
483	276
508	401
112	488
503	479
310	26
415	112
47	474
252	182
499	69
112	281
310	89
289	248
426	276
112	33
310	145
99	417
116	37
310	505
89	108
252	256
327	339
252	365
327	474
508	94
106	145
440	97
82	399
106	51
310	305
327	20
409	309
106	327
112	426
75	125
106	105
327	345
252	35
508	504
82	281
230	228
444	223
150	281
426	440
265	435
220	247
483	11
474	187
330	337
499	421
508	327
389	161
143	99
47	230
508	387
426	417
351	491
341	10
483	150
310	474
112	241
351	10
310	221
499	252
330	313
417	164
440	128
112	502
417	269
106	181
310	106
310	474
230	417
6	96
423	252
474	365
491	223
112	252
33	182
112	106
289	65
106	499
89	148
474	206
276	418
474	278
508	426
417	263
415	150
310	143
310	112
72	123
474	464
508	351
310	310
252	345
99	72
298	205
10	228
128	1
330	263
415	182
310	187
426	426
310	276
310	474
182	276
310	89
508	379
508	348
440	182
136	10
10	252
72	377
209	511
106	483
99	483
298	150
106	286
508	141
417	422
499	10
230	370
60	248
193	390
440	179
415	337
51	164
89	89
426	344
187	38
310	57
310	272
10	89
327	133
310	10
156	470
337	281
115	8
310	72
82	182
339	29
7	429
112	351
106	57
508	62
415	474
187	379
89	197
252	184
112	10
351	352
499	304
106	6
191	5
241	467
252	276
310	41
310	69
310	250
352	164
293	221
112	433
351	173
508	135
377	392
87	12
252	483
310	502
508	426
263	75
72	193
310	243
106	17
333	356
508	379
46	62
310	408
310	327
508	10
106	19
508	276
278	435
278	449
310	209
330	145
182	404
330	72
426	278
308	276
331	387
51	191
440	182
165	243
440	8
187	407
179	451
82	48
259	48
187	128
345	67
160	252
252	263
310	295
310	72
361	339
228	390
156	422
156	179
286	374
112	116
440	505
136	361
415	374
331	200
333	110
310	112
72	210
230	35
33	312
330	106
474	340
164	175
415	234
143	365
426	89
106	444
99	407
10	339
327	324
426	395
193	348
89	9
305	429
310	89
106	304
310	89
361	113
310	440
106	361
310	379
415	182
269	269
351	252
99	230
330	379
508	286
160	387
193	276
106	116
426	298
33	234
508	1
241	331
320	25
508	341
33	193
106	185
10	134
241	223
46	224
310	112
99	116
28	171
499	451
426	182
435	399
426	499
187	179
330	508
426	262
161	263
310	221
310	440
474	223
457	298
156	405
143	179
116	417
440	324
252	456
310	47
508	289
160	89
106	116
193	8
143	116
143	58
252	203
33	268
310	278
210	247
310	386
10	272
395	101
333	238
361	145
106	399
252	89
474	252
426	69
300	352
435	401
10	156
310	295
474	483
508	298
72	76
156	435
310	182
415	106
106	121
417	377
252	417
435	365
415	160
426	65
156	89
426	483
508	252
470	392
8	372
310	260
106	340
426	106
112	47
51	345
485	392
57	276
310	483
187	41
345	377
464	505
310	317
444	193
145	490
137	97
474	283
263	276
187	483
499	35
310	193
310	508
193	392
327	72
508	116
387	89
112	248
310	263
47	89
426	37
488	464
112	7
474	452
106	252
333	298
143	283
248	358
54	133
87	450
29	392
333	327
310	1
241	395
106	199
61	58
310	379
440	228
426	124
89	85
508	355
106	361
187	503
310	474
259	72
111	89
179	433
508	269
99	147
310	408
310	415
112	379
310	440
47	352
415	376
14	89
114	89
452	370
112	401
112	205
310	483
330	462
395	140
106	106
57	37
106	119
112	116
426	426
310	415
508	109
415	112
199	252
173	263
57	252
10	412
474	276
310	230
435	89
508	351
66	116
99	278
40	483
106	351
508	483
415	112
10	228
310	57
508	171
474	179
112	412
28	433
259	161
33	324
426	182
143	407
310	415
278	252
508	169
474	483
426	333
310	175
310	451
51	302
333	82
333	89
310	10
252	192
143	345
293	145
310	112
351	483
310	150
451	297
327	252
379	345
106	459
248	145
310	128
450	276
40	67
361	14
310	483
47	474
112	112
310	241
99	10
310	106
330	169
112	106
28	35
112	467
415	65
283	365
457	377
508	150
363	193
112	89
508	192
310	395
345	276
310	361
435	1
351	160
310	287
230	10
276	19
241	324
320	193
508	150
508	3
426	235
310	485
327	182
502	41
289	474
327	474
310	415
474	417
252	243
310	143
310	10
106	219
426	377
106	228
310	89
324	501
310	379
234	365
415	142
426	435
178	187
426	10
310	193
426	67
508	269
415	361
310	106
415	464
276	276
72	365
426	201
241	161
444	173
76	246
474	421
310	50
106	449
508	1
310	112
310	440
426	333
310	250
508	268
112	440
310	116
241	450
302	65
310	305
112	28
337	48
426	156
310	184
128	401
415	415
178	10
248	116
310	191
461	324
310	310
182	108
508	228
33	276
310	10
128	8
508	269
47	123
310	205
10	276
106	58
112	508
415	89
10	184
415	187
10	324
415	105
268	256
365	246
112	281
474	490
248	89
426	345
269	377
230	191
99	221
337	399
103	145
310	76
82	501
310	470
87	487
89	39
143	191
508	136
41	7
310	252
112	243
310	417
99	182
333	15
