30	30
30	16
16	22
16	20
0	13
16	26
30	15
30	15
17	25
2	0
30	4
30	0
30	18
11	25
11	15
16	16
4	4
11	1
30	8
27	11
31	25
30	27
16	9
30	30
15	5
30	2
11	3
4	22
16	20
30	7
16	11
30	0
30	30
4	15
30	30
30	4
11	6
11	18
16	29
4	15
30	4
15	25
30	26
11	11
4	0
30	30
30	4
31	17
30	22
4	20
4	16
30	0
4	11
11	18
16	25
30	20
11	25
30	11
11	7
15	15
15	13
22	3
30	25
16	2
30	15
4	15
16	18
11	7
30	24
0	22
4	20
30	0
16	15
4	22
0	22
30	9
30	16
16	2
16	20
30	16
30	30
30	0
30	11
9	8
27	25
11	9
7	25
0	9
27	0
4	16
30	0
30	30
30	4
4	17
20	0
30	0
4	24
16	11
11	2
30	15
15	9
30	16
30	15
4	2
30	11
7	12
16	0
30	10
16	15
27	24
30	18
16	26
30	15
30	15
16	11
15	0
4	11
11	0
30	22
15	17
7	5
30	16
4	22
16	27
30	27
30	9
16	27
4	22
