113	300
106	506
110	366
21	372
21	333
130	396
473	321
241	473
138	321
130	473
21	372
130	94
21	492
34	453
379	14
21	359
21	150
373	305
350	326
192	474
402	434
307	366
379	96
110	106
359	195
251	321
15	49
34	473
167	268
21	510
193	35
492	49
130	79
21	77
413	396
448	90
110	106
93	104
113	366
424	141
174	39
21	34
193	373
511	17
21	84
491	452
233	473
268	140
110	435
22	215
268	502
360	57
21	186
510	106
497	450
379	34
21	32
21	153
54	310
21	435
402	43
379	510
379	400
193	174
82	221
510	381
379	385
21	463
511	241
62	473
62	202
372	242
402	242
21	212
173	186
476	314
326	164
21	0
193	511
130	9
110	140
379	309
110	128
511	483
435	207
424	510
424	235
34	72
329	186
17	300
110	241
32	48
309	440
212	215
421	418
511	315
397	430
153	206
110	174
202	215
310	48
423	399
402	423
284	34
21	193
153	373
21	354
34	156
21	413
241	347
62	48
402	229
21	382
21	193
373	264
21	15
173	497
21	110
373	473
272	435
396	506
110	452
506	283
21	359
301	30
373	138
21	288
193	110
473	48
241	347
21	416
21	268
124	50
8	157
21	346
21	402
34	110
130	318
75	158
402	402
379	309
450	215
62	120
435	355
72	419
292	283
72	406
21	48
372	436
402	138
21	133
470	106
21	494
72	296
21	173
511	190
130	330
424	32
378	90
511	396
21	130
309	241
372	336
511	455
511	511
336	469
360	166
167	473
21	473
366	125
21	362
424	110
281	283
130	31
130	423
72	72
402	249
511	75
173	309
511	473
379	473
396	392
7	497
337	207
41	354
402	309
21	284
511	262
193	250
21	91
511	277
130	48
241	106
21	455
338	184
379	216
396	68
233	34
21	173
193	470
193	309
113	133
423	356
62	268
159	305
21	337
130	309
379	212
310	492
108	406
21	155
193	510
229	434
421	358
434	277
484	91
193	158
193	473
463	268
130	442
292	123
212	473
292	13
329	321
263	290
397	478
110	506
108	473
20	140
511	327
21	382
21	221
28	330
21	366
264	49
241	492
21	483
193	72
110	32
379	300
402	263
359	406
233	48
21	413
230	372
193	469
21	110
93	358
21	158
373	77
402	310
506	266
21	336
241	215
476	338
93	510
511	215
21	21
8	232
402	194
402	167
113	310
21	301
372	492
379	366
511	93
130	435
110	453
21	15
21	290
326	29
510	268
69	492
310	357
402	115
292	72
511	234
