===============================================
MyPinTool analysis results: 
Number of instructions: 6254159
Number of basic blocks: 1580718
Number of threads: 8
===============================================
              Procedure           Image            Address        Calls Instructions
         __strcmp_ssse3       libc.so.6       7f923e2b63d0            8          392
          _dl_vdso_vsym       libc.so.6       7f923e2abea0            3           81
    __libc_dl_error_tsd       libc.so.6       7f923e2abe80            1            3
_dl_mcount_wrapper_check       libc.so.6       7f923e2ab6a0          128          512
               _dl_addr       libc.so.6       7f923e2ab340            1        56045
    __libc_pthread_init       libc.so.6       7f923e281ce0            1          393
    __unregister_atfork       libc.so.6       7f923e281b40            5           95
        __linkin_atfork       libc.so.6       7f923e281ad0            1            8
      __register_atfork       libc.so.6       7f923e281980            1           49
__libc_disable_asynccancel       libc.so.6       7f923e281900           17          204
__libc_enable_asynccancel       libc.so.6       7f923e2818a0           17          187
               wctype_l       libc.so.6       7f923e278d30            9          876
                  clone       libc.so.6       7f923e274dd0            7          189
            __init_misc       libc.so.6       7f923e274ca0            1           24
               mprotect       libc.so.6       7f923e270e30            7           35
                 munmap       libc.so.6       7f923e270e00            1            5
                   mmap       libc.so.6       7f923e270dd0            9           54
            getpagesize       libc.so.6       7f923e26dc40            8           40
                 __sbrk       libc.so.6       7f923e26d660            2           46
                    brk       libc.so.6       7f923e26d5e0            2           26
              getrlimit       libc.so.6       7f923e26d180            1            5
       __close_nocancel       libc.so.6       7f923e268509            1            5
       __write_nocancel       libc.so.6       7f923e267f09            0          195
                __write       libc.so.6       7f923e267f00           15          225
        __read_nocancel       libc.so.6       7f923e267ea9            0           13
                 __read       libc.so.6       7f923e267ea0            1           15
        __open_nocancel       libc.so.6       7f923e267c99            0           13
                 __open       libc.so.6       7f923e267c90            1           15
               __fxstat       libc.so.6       7f923e2677e0            2           20
      popcount_cpucount       libc.so.6       7f923e2675e0            1          391
                  _exit       libc.so.6       7f923e245e60            1           10
                  wctob       libc.so.6       7f923e22a080          128         2432
                  btowc       libc.so.6       7f923e229ef0          256         8192
           handle_intel       libc.so.6       7f923e227ea0            2           98
       intel_check_word       libc.so.6       7f923e227be0            4          850
          __strstr_sse2       libc.so.6       7f923e226bd0            1           25
              strchrnul       libc.so.6       7f923e219960           41         1015
          __memcpy_sse2       libc.so.6       7f923e218420           12          241
         __mempcpy_sse2       libc.so.6       7f923e2133b0           66         1281
                 memset       libc.so.6       7f923e213260           15          587
            __GI_memcmp       libc.so.6       7f923e212c30           41          857
           __GI_strrchr       libc.so.6       7f923e212150            1          106
                 strlen       libc.so.6       7f923e210400           73         1316
     __default_morecore       libc.so.6       7f923e20d0c0            2           16
       realloc_hook_ini       libc.so.6       7f923e20b860            1            8
        malloc_hook_ini       libc.so.6       7f923e20b820            1           11
   ptmalloc_init.part.8       libc.so.6       7f923e20b3f0            1          622
          __libc_calloc       libc.so.6       7f923e20ae20            7          581
         __libc_realloc       libc.so.6       7f923e20a9a0            2           48
                  cfree       libc.so.6       7f923e20a910           63          753
                 malloc       libc.so.6       7f923e20a4d0           44         1893
            _int_malloc       libc.so.6       7f923e2080b0           50         6906
              _int_free       libc.so.6       7f923e207540           39         3342
     malloc_consolidate       libc.so.6       7f923e206ee0            5          495
      malloc_init_state       libc.so.6       7f923e205ff0            1          648
     _IO_unsave_markers       libc.so.6       7f923e205450            1            5
            _IO_cleanup       libc.so.6       7f923e204ee0            1          102
    _IO_flush_all_lockp       libc.so.6       7f923e204c60            1           88
     _IO_default_finish       libc.so.6       7f923e204b10            1           14
            _IO_no_init       libc.so.6       7f923e204a30            1           33
           _IO_old_init       libc.so.6       7f923e204980            1           25
     _IO_default_setbuf       libc.so.6       7f923e204860            1           29
              _IO_sgetn       libc.so.6       7f923e2047a0            7           21
     _IO_default_xsputn       libc.so.6       7f923e2046d0            1          235
         _IO_doallocbuf       libc.so.6       7f923e204640            2           26
               _IO_setb       libc.so.6       7f923e2045c0            4           91
            __underflow       libc.so.6       7f923e204430            1           22
             __overflow       libc.so.6       7f923e204400           26          156
 _IO_switch_to_get_mode       libc.so.6       7f923e204350            1           20
            _IO_link_in       libc.so.6       7f923e203ee0            2          107
            _IO_un_link       libc.so.6       7f923e203c90            3          114
      _IO_file_overflow       libc.so.6       7f923e2039b0           55         1628
     _IO_file_underflow       libc.so.6       7f923e203750            1           40
           _IO_do_write       libc.so.6       7f923e203720           16          187
         _IO_file_fopen       libc.so.6       7f923e2031f0            1           70
          _IO_file_open       libc.so.6       7f923e203140            1           32
        _IO_file_finish       libc.so.6       7f923e2030c0            1            8
      _IO_file_close_it       libc.so.6       7f923e202f40            1           48
          _IO_file_init       libc.so.6       7f923e202f10            1           13
        _IO_file_xsputn       libc.so.6       7f923e202d70           64         4310
          _IO_file_read       libc.so.6       7f923e202d50            1            4
        _IO_file_xsgetn       libc.so.6       7f923e202a20            7          259
         _IO_file_write       libc.so.6       7f923e202890           15          540
          _IO_file_stat       libc.so.6       7f923e202880            2            8
           new_do_write       libc.so.6       7f923e201f50           15          570
        _IO_file_setbuf       libc.so.6       7f923e201ec0            1           15
         _IO_file_close       libc.so.6       7f923e201eb0            1            2
          _IO_file_sync       libc.so.6       7f923e201df0            7           91
                  fread       libc.so.6       7f923e1f88d0            7          385
                  fopen       libc.so.6       7f923e1f8520            1            2
       __fopen_internal       libc.so.6       7f923e1f8470            1           39
     __fopen_maybe_mmap       libc.so.6       7f923e1f8430            1            4
             _IO_fflush       libc.so.6       7f923e1f7f20            6          252
                 fclose       libc.so.6       7f923e1f7a50            1           75
    _IO_file_doallocate       libc.so.6       7f923e1f7930            2           99
                 printf       libc.so.6       7f923e1deec0           15          339
            __printf_fp       libc.so.6       7f923e1da010            3         2740
       hack_digit.13631       libc.so.6       7f923e1d9e50           25         1076
               vfprintf       libc.so.6       7f923e1d4970           15         6734
             _itoa_word       libc.so.6       7f923e1d4790           23          566
   __mpn_extract_double       libc.so.6       7f923e1d40e0            3           63
            __mpn_mul_1       libc.so.6       7f923e1d3440           26          532
           __mpn_rshift       libc.so.6       7f923e1d2f30            5           85
           __mpn_lshift       libc.so.6       7f923e1d2e20            3           45
           __mpn_divrem       libc.so.6       7f923e1d29d0           18          831
              __mpn_cmp       libc.so.6       7f923e1d2930            3           33
__GI_____strtol_l_internal       libc.so.6       7f923e1c74d0            1          102
                strtoll       libc.so.6       7f923e1c7470            1            5
      __drand48_iterate       libc.so.6       7f923e1c73f0            8          165
              erand48_r       libc.so.6       7f923e1c71d0            8          264
                erand48       libc.so.6       7f923e1c70c0            8           56
       __call_tls_dtors       libc.so.6       7f923e1c65d0            1           12
         __cxa_finalize       libc.so.6       7f923e1c6350            5          381
           __cxa_atexit       libc.so.6       7f923e1c62c0           10          220
           __new_exitfn       libc.so.6       7f923e1c6100           10          440
                   exit       libc.so.6       7f923e1c6090            1            4
    __run_exit_handlers       libc.so.6       7f923e1c5f80            1          210
                 getenv       libc.so.6       7f923e1c5620           12         6960
                _setjmp       libc.so.6       7f923e1c3310            8           16
          __sigjmp_save       libc.so.6       7f923e1c32d0            8           72
            __sigsetjmp       libc.so.6       7f923e1c3270            8          144
                  isnan       libc.so.6       7f923e1c2890            3           21
                __isinf       libc.so.6       7f923e1c2850            3           39
           __ctype_init       libc.so.6       7f923e1bc910            8          136
            __uselocale       libc.so.6       7f923e1bbf50            2           44
            __newlocale       libc.so.6       7f923e1bb670            1           40
    __gconv_btwoc_ascii       libc.so.6       7f923e1b2f40          128          640
     __get_cpu_features       libc.so.6       7f923e1b00d0            1            5
      __libc_start_main       libc.so.6       7f923e1afaf0            1           60
                  _init       libc.so.6       7f923e1af940            1          101
         init_cacheinfo       libc.so.6       7f923e1af6d0            1          144
                   .plt       libc.so.6       7f923e1ad480            0            4
                  _fini libpthread.so.0       7f923e54d8d4            1            3
           elision_init libpthread.so.0       7f923e54d2c0            1           14
     __get_cpu_features libpthread.so.0       7f923e54d2a0            1            6
    __init_cpu_features libpthread.so.0       7f923e54d050            1           70
 pthread_getaffinity_np libpthread.so.0       7f923e54bcc0            1           20
       __libc_sigaction libpthread.so.0       7f923e54ba00            2          132
_pthread_cleanup_pop_restore libpthread.so.0       7f923e54a480           17          136
_pthread_cleanup_push_defer libpthread.so.0       7f923e54a420           17          238
           pthread_once libpthread.so.0       7f923e549420           32          176
    pthread_setspecific libpthread.so.0       7f923e548f70            2           68
     pthread_key_delete libpthread.so.0       7f923e548eb0            1           14
   __pthread_key_create libpthread.so.0       7f923e548e50            1           19
 __pthread_mutex_unlock libpthread.so.0       7f923e547610            2            4
__pthread_mutex_unlock_usercnt libpthread.so.0       7f923e547530            2           64
   __pthread_mutex_lock libpthread.so.0       7f923e546290            2           68
pthread_attr_setdetachstate libpthread.so.0       7f923e545ba0            1            5
      pthread_attr_init libpthread.so.0       7f923e545ad0            1           31
           pthread_self libpthread.so.0       7f923e545790            1            2
         pthread_create libpthread.so.0       7f923e544310            7         1526
           start_thread libpthread.so.0       7f923e544010            7          266
   do_clone.constprop.3 libpthread.so.0       7f923e543280            7          224
__pthread_initialize_minimal libpthread.so.0       7f923e542b30            1          161
            frame_dummy libpthread.so.0       7f923e542990            1            3
  __do_global_dtors_aux libpthread.so.0       7f923e542950            1           12
     register_tm_clones libpthread.so.0       7f923e542910            1           13
   deregister_tm_clones libpthread.so.0       7f923e5428e0            1            9
                   .plt libpthread.so.0       7f923e541540           14          112
                  _init libpthread.so.0       7f923e541530            1            4
                  .fini   libgcc_s.so.1       7f923e76c668            1            3
   __cpu_indicator_init   libgcc_s.so.1       7f923e75d150            1           81
                  .text   libgcc_s.so.1       7f923e75cfd0            0           93
                   .plt   libgcc_s.so.1       7f923e75cd00            1            5
                  _init   libgcc_s.so.1       7f923e75ccd8            1            6
                  .fini    libgomp.so.1       7f923e97c350            1            3
     omp_get_thread_num    libgomp.so.1       7f923e979010           18           72
    omp_get_num_threads    libgomp.so.1       7f923e978fe0            7           49
      GOMP_parallel_end    libgomp.so.1       7f923e978f90           16           48
    GOMP_parallel_start    libgomp.so.1       7f923e978f60           16          304
   GOMP_loop_end_nowait    libgomp.so.1       7f923e977da0            8            8
 GOMP_loop_dynamic_next    libgomp.so.1       7f923e977a10            8            8
GOMP_loop_dynamic_start    libgomp.so.1       7f923e9771c0            8          576
    omp_get_max_threads    libgomp.so.1       7f923e976440            2           18
    omp_set_num_threads    libgomp.so.1       7f923e976210            2           28
                  .text    libgomp.so.1       7f923e975030            0          427
                   .plt    libgomp.so.1       7f923e974d90           14          143
                  _init    libgomp.so.1       7f923e974d68            1            6
                  _fini       libm.so.6       7f923ebf2c38            1            3
           __ceil_sse41       libm.so.6       7f923eb9a440            2            4
            frame_dummy       libm.so.6       7f923eb85c30            1            3
  __do_global_dtors_aux       libm.so.6       7f923eb85bf0            1           12
     register_tm_clones       libm.so.6       7f923eb85bb0            1           13
   deregister_tm_clones       libm.so.6       7f923eb85b80            1            9
                   .plt       libm.so.6       7f923eb85680            1            6
                  _init       libm.so.6       7f923eb85660            1            6
                  .fini  libstdc++.so.6       7f923ef6bc1c            1            3
_ZNSt14error_categoryC2Ev  libstdc++.so.6       7f923ef5ec80            3           12
_ZNSt14error_categoryD1Ev  libstdc++.so.6       7f923ef5eaf0            3           12
_ZNKSt8__detail20_Prime_rehash_policy11_M_next_bktEm  libstdc++.so.6       7f923ef5e2f0            2           50
 _ZSt15future_categoryv  libstdc++.so.6       7f923ef5e0f0            1           21
_ZSt9has_facetISt7num_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEEEbRKSt6locale  libstdc++.so.6       7f923ef4fe10            4           84
_ZSt9has_facetISt7num_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEEEbRKSt6locale  libstdc++.so.6       7f923ef4fdc0            4           84
_ZSt9has_facetISt5ctypeIwEEbRKSt6locale  libstdc++.so.6       7f923ef4fc80            4           84
_ZSt9use_facetISt7num_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEEERKT_RKSt6locale  libstdc++.so.6       7f923ef4eb80            4           76
_ZSt9use_facetISt7num_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEEERKT_RKSt6locale  libstdc++.so.6       7f923ef4eb30            4           76
_ZSt9use_facetISt5ctypeIwEERKT_RKSt6locale  libstdc++.so.6       7f923ef4df20            4           76
  _ZNSt8messagesIwEC1Em  libstdc++.so.6       7f923ef4da90            1           19
_ZNSt11__timepunctIwEC2EPSt17__timepunct_cacheIwEm  libstdc++.so.6       7f923ef4d2c0            1           22
_ZNSt13basic_ostreamIwSt11char_traitsIwEE5flushEv  libstdc++.so.6       7f923ef43b70            3           42
          _ZNSo5flushEv  libstdc++.so.6       7f923ef41930            3           42
_ZN9__gnu_cxx18stdio_sync_filebufIwSt11char_traitsIwEE4syncEv  libstdc++.so.6       7f923ef41020            3            6
_ZN9__gnu_cxx18stdio_sync_filebufIcSt11char_traitsIcEE4syncEv  libstdc++.so.6       7f923ef41010            3            6
_ZSt9has_facetISt7num_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEEEbRKSt6locale  libstdc++.so.6       7f923ef35310            4           84
_ZSt9has_facetISt7num_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEEEbRKSt6locale  libstdc++.so.6       7f923ef352c0            4           84
_ZSt9has_facetISt5ctypeIcEEbRKSt6locale  libstdc++.so.6       7f923ef35180            4           84
_ZSt9use_facetISt7num_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEEERKT_RKSt6locale  libstdc++.so.6       7f923ef34570            4           76
_ZSt9use_facetISt7num_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEEERKT_RKSt6locale  libstdc++.so.6       7f923ef34520            4           76
_ZSt9use_facetISt5ctypeIcEERKT_RKSt6locale  libstdc++.so.6       7f923ef33700            4           76
  _ZNSt8messagesIcEC1Em  libstdc++.so.6       7f923ef33270            1           19
_ZNSt11__timepunctIcEC2EPSt17__timepunct_cacheIcEm  libstdc++.so.6       7f923ef32aa0            1           22
_ZNSt9basic_iosIwSt11char_traitsIwEE4initEPSt15basic_streambufIwS1_E  libstdc++.so.6       7f923ef2ae40            4           88
_ZNSt9basic_iosIwSt11char_traitsIwEE15_M_cache_localeERKSt6locale  libstdc++.so.6       7f923ef2ad00            4          120
_ZNSt9basic_iosIcSt11char_traitsIcEE4initEPSt15basic_streambufIcS1_E  libstdc++.so.6       7f923ef2a6e0            4           88
_ZNSt9basic_iosIcSt11char_traitsIcEE15_M_cache_localeERKSt6locale  libstdc++.so.6       7f923ef2a5a0            4          120
_ZNSt6locale5facet18_S_create_c_localeERP15__locale_structPKcS2_  libstdc++.so.6       7f923ef29df0            1            9
_ZNSt11__timepunctIwE23_M_initialize_timepunctEP15__locale_struct  libstdc++.so.6       7f923ef28d50            1          105
_ZNSt11__timepunctIcE23_M_initialize_timepunctEP15__locale_struct  libstdc++.so.6       7f923ef283c0            1          107
_ZNSt8numpunctIwE22_M_initialize_numpunctEP15__locale_struct  libstdc++.so.6       7f923ef28160            1          349
_ZNSt8numpunctIcE22_M_initialize_numpunctEP15__locale_struct  libstdc++.so.6       7f923ef27f30            1          413
_ZNSt10moneypunctIwLb0EE24_M_initialize_moneypunctEP15__locale_structPKc  libstdc++.so.6       7f923ef27840            1          101
