===============================================
MyPinTool analysis results: 
Number of instructions: 6462164
Number of basic blocks: 1660034
Number of threads: 8
===============================================
              Procedure           Image            Address        Calls Instructions
         __strcmp_ssse3       libc.so.6       7f8d7d05f3d0            8          392
          _dl_vdso_vsym       libc.so.6       7f8d7d054ea0            3           81
    __libc_dl_error_tsd       libc.so.6       7f8d7d054e80            1            3
_dl_mcount_wrapper_check       libc.so.6       7f8d7d0546a0          128          512
               _dl_addr       libc.so.6       7f8d7d054340            1        56045
    __libc_pthread_init       libc.so.6       7f8d7d02ace0            1          393
    __unregister_atfork       libc.so.6       7f8d7d02ab40            5           95
        __linkin_atfork       libc.so.6       7f8d7d02aad0            1            8
      __register_atfork       libc.so.6       7f8d7d02a980            1           49
__libc_disable_asynccancel       libc.so.6       7f8d7d02a900            3           36
__libc_enable_asynccancel       libc.so.6       7f8d7d02a8a0            3           33
               wctype_l       libc.so.6       7f8d7d021d30            9          876
                  clone       libc.so.6       7f8d7d01ddd0            7          189
            __init_misc       libc.so.6       7f8d7d01dca0            1           24
               mprotect       libc.so.6       7f8d7d019e30            7           35
                 munmap       libc.so.6       7f8d7d019e00            1            5
                   mmap       libc.so.6       7f8d7d019dd0            9           54
            getpagesize       libc.so.6       7f8d7d016c40            8           40
                 __sbrk       libc.so.6       7f8d7d016660            2           46
                    brk       libc.so.6       7f8d7d0165e0            2           26
              getrlimit       libc.so.6       7f8d7d016180            1            5
       __close_nocancel       libc.so.6       7f8d7d011509            1            5
       __write_nocancel       libc.so.6       7f8d7d010f09            0           13
                __write       libc.so.6       7f8d7d010f00            1           15
        __read_nocancel       libc.so.6       7f8d7d010ea9            0           13
                 __read       libc.so.6       7f8d7d010ea0            1           15
        __open_nocancel       libc.so.6       7f8d7d010c99            0           13
                 __open       libc.so.6       7f8d7d010c90            1           15
               __fxstat       libc.so.6       7f8d7d0107e0            2           20
      popcount_cpucount       libc.so.6       7f8d7d0105e0            1          391
                  _exit       libc.so.6       7f8d7cfeee60            1           10
                  wctob       libc.so.6       7f8d7cfd3080          128         2432
                  btowc       libc.so.6       7f8d7cfd2ef0          256         8192
           handle_intel       libc.so.6       7f8d7cfd0ea0            2           98
       intel_check_word       libc.so.6       7f8d7cfd0be0            4          850
          __strstr_sse2       libc.so.6       7f8d7cfcfbd0            1           25
              strchrnul       libc.so.6       7f8d7cfc2960           41         1015
          __memcpy_sse2       libc.so.6       7f8d7cfc1420           12          241
         __mempcpy_sse2       libc.so.6       7f8d7cfbc3b0           66         1281
                 memset       libc.so.6       7f8d7cfbc260           15          587
            __GI_memcmp       libc.so.6       7f8d7cfbbc30           41          857
           __GI_strrchr       libc.so.6       7f8d7cfbb150            1          106
                 strlen       libc.so.6       7f8d7cfb9400           73         1316
     __default_morecore       libc.so.6       7f8d7cfb60c0            2           16
       realloc_hook_ini       libc.so.6       7f8d7cfb4860            1            8
        malloc_hook_ini       libc.so.6       7f8d7cfb4820            1           11
   ptmalloc_init.part.8       libc.so.6       7f8d7cfb43f0            1          622
          __libc_calloc       libc.so.6       7f8d7cfb3e20            7          581
         __libc_realloc       libc.so.6       7f8d7cfb39a0            2           48
                  cfree       libc.so.6       7f8d7cfb3910           63          753
                 malloc       libc.so.6       7f8d7cfb34d0           44         1893
            _int_malloc       libc.so.6       7f8d7cfb10b0           50         6906
              _int_free       libc.so.6       7f8d7cfb0540           39         3342
     malloc_consolidate       libc.so.6       7f8d7cfafee0            5          495
      malloc_init_state       libc.so.6       7f8d7cfaeff0            1          648
     _IO_unsave_markers       libc.so.6       7f8d7cfae450            1            5
            _IO_cleanup       libc.so.6       7f8d7cfadee0            1          102
    _IO_flush_all_lockp       libc.so.6       7f8d7cfadc60            1           88
     _IO_default_finish       libc.so.6       7f8d7cfadb10            1           14
            _IO_no_init       libc.so.6       7f8d7cfada30            1           33
           _IO_old_init       libc.so.6       7f8d7cfad980            1           25
     _IO_default_setbuf       libc.so.6       7f8d7cfad860            1           29
              _IO_sgetn       libc.so.6       7f8d7cfad7a0            7           21
     _IO_default_xsputn       libc.so.6       7f8d7cfad6d0            1          105
         _IO_doallocbuf       libc.so.6       7f8d7cfad640            2           26
               _IO_setb       libc.so.6       7f8d7cfad5c0            4           91
            __underflow       libc.so.6       7f8d7cfad430            1           22
 _IO_switch_to_get_mode       libc.so.6       7f8d7cfad350            1           20
            _IO_link_in       libc.so.6       7f8d7cfacee0            2          107
            _IO_un_link       libc.so.6       7f8d7cfacc90            3          114
      _IO_file_overflow       libc.so.6       7f8d7cfac9b0            1           48
     _IO_file_underflow       libc.so.6       7f8d7cfac750            1           40
           _IO_do_write       libc.so.6       7f8d7cfac720            2           19
         _IO_file_fopen       libc.so.6       7f8d7cfac1f0            1           70
          _IO_file_open       libc.so.6       7f8d7cfac140            1           32
        _IO_file_finish       libc.so.6       7f8d7cfac0c0            1            8
      _IO_file_close_it       libc.so.6       7f8d7cfabf40            1           48
          _IO_file_init       libc.so.6       7f8d7cfabf10            1           13
        _IO_file_xsputn       libc.so.6       7f8d7cfabd70           64         2892
          _IO_file_read       libc.so.6       7f8d7cfabd50            1            4
        _IO_file_xsgetn       libc.so.6       7f8d7cfaba20            7          259
         _IO_file_write       libc.so.6       7f8d7cfab890            1           36
          _IO_file_stat       libc.so.6       7f8d7cfab880            2            8
           new_do_write       libc.so.6       7f8d7cfaaf50            1           40
        _IO_file_setbuf       libc.so.6       7f8d7cfaaec0            1           15
         _IO_file_close       libc.so.6       7f8d7cfaaeb0            1            2
          _IO_file_sync       libc.so.6       7f8d7cfaadf0            7          101
                  fread       libc.so.6       7f8d7cfa18d0            7          385
                  fopen       libc.so.6       7f8d7cfa1520            1            2
       __fopen_internal       libc.so.6       7f8d7cfa1470            1           39
     __fopen_maybe_mmap       libc.so.6       7f8d7cfa1430            1            4
