===============================================
MyPinTool analysis results: 
Number of instructions: 6648983
Number of basic blocks: 1696909
Number of threads: 8
===============================================
              Procedure           Image            Address        Calls Instructions
         __strcmp_ssse3       libc.so.6       7f960c7ce3d0            8          392
          _dl_vdso_vsym       libc.so.6       7f960c7c3ea0            3           81
    __libc_dl_error_tsd       libc.so.6       7f960c7c3e80            1            3
_dl_mcount_wrapper_check       libc.so.6       7f960c7c36a0          128          512
               _dl_addr       libc.so.6       7f960c7c3340            1        56045
    __libc_pthread_init       libc.so.6       7f960c799ce0            1          393
    __unregister_atfork       libc.so.6       7f960c799b40            5           95
        __linkin_atfork       libc.so.6       7f960c799ad0            1            8
      __register_atfork       libc.so.6       7f960c799980            1           49
__libc_disable_asynccancel       libc.so.6       7f960c799900            3           36
__libc_enable_asynccancel       libc.so.6       7f960c7998a0            3           33
               wctype_l       libc.so.6       7f960c790d30            9          876
                  clone       libc.so.6       7f960c78cdd0            7          189
            __init_misc       libc.so.6       7f960c78cca0            1           24
               mprotect       libc.so.6       7f960c788e30            7           35
                 munmap       libc.so.6       7f960c788e00            1            5
                   mmap       libc.so.6       7f960c788dd0            9           54
            getpagesize       libc.so.6       7f960c785c40            8           40
                 __sbrk       libc.so.6       7f960c785660            2           46
                    brk       libc.so.6       7f960c7855e0            2           26
              getrlimit       libc.so.6       7f960c785180            1            5
       __close_nocancel       libc.so.6       7f960c780509            1            5
       __write_nocancel       libc.so.6       7f960c77ff09            0           13
                __write       libc.so.6       7f960c77ff00            1           15
        __read_nocancel       libc.so.6       7f960c77fea9            0           13
                 __read       libc.so.6       7f960c77fea0            1           15
        __open_nocancel       libc.so.6       7f960c77fc99            0           13
                 __open       libc.so.6       7f960c77fc90            1           15
               __fxstat       libc.so.6       7f960c77f7e0            2           20
      popcount_cpucount       libc.so.6       7f960c77f5e0            1          391
                  _exit       libc.so.6       7f960c75de60            1           10
                  wctob       libc.so.6       7f960c742080          128         2432
                  btowc       libc.so.6       7f960c741ef0          256         8192
           handle_intel       libc.so.6       7f960c73fea0            2           98
       intel_check_word       libc.so.6       7f960c73fbe0            4          850
          __strstr_sse2       libc.so.6       7f960c73ebd0            1           25
              strchrnul       libc.so.6       7f960c731960           41         1015
          __memcpy_sse2       libc.so.6       7f960c730420           12          241
         __mempcpy_sse2       libc.so.6       7f960c72b3b0           66         1281
                 memset       libc.so.6       7f960c72b260           15          587
            __GI_memcmp       libc.so.6       7f960c72ac30           41          857
           __GI_strrchr       libc.so.6       7f960c72a150            1          106
                 strlen       libc.so.6       7f960c728400           73         1316
     __default_morecore       libc.so.6       7f960c7250c0            2           16
       realloc_hook_ini       libc.so.6       7f960c723860            1            8
        malloc_hook_ini       libc.so.6       7f960c723820            1           11
   ptmalloc_init.part.8       libc.so.6       7f960c7233f0            1          622
          __libc_calloc       libc.so.6       7f960c722e20            7          581
         __libc_realloc       libc.so.6       7f960c7229a0            2           48
                  cfree       libc.so.6       7f960c722910           63          753
                 malloc       libc.so.6       7f960c7224d0           44         1893
            _int_malloc       libc.so.6       7f960c7200b0           50         6906
              _int_free       libc.so.6       7f960c71f540           39         3342
     malloc_consolidate       libc.so.6       7f960c71eee0            5          495
      malloc_init_state       libc.so.6       7f960c71dff0            1          648
     _IO_unsave_markers       libc.so.6       7f960c71d450            1            5
            _IO_cleanup       libc.so.6       7f960c71cee0            1          102
    _IO_flush_all_lockp       libc.so.6       7f960c71cc60            1           88
     _IO_default_finish       libc.so.6       7f960c71cb10            1           14
            _IO_no_init       libc.so.6       7f960c71ca30            1           33
           _IO_old_init       libc.so.6       7f960c71c980            1           25
     _IO_default_setbuf       libc.so.6       7f960c71c860            1           29
              _IO_sgetn       libc.so.6       7f960c71c7a0            7           21
     _IO_default_xsputn       libc.so.6       7f960c71c6d0            1          105
         _IO_doallocbuf       libc.so.6       7f960c71c640            2           26
               _IO_setb       libc.so.6       7f960c71c5c0            4           91
            __underflow       libc.so.6       7f960c71c430            1           22
 _IO_switch_to_get_mode       libc.so.6       7f960c71c350            1           20
            _IO_link_in       libc.so.6       7f960c71bee0            2          107
            _IO_un_link       libc.so.6       7f960c71bc90            3          114
      _IO_file_overflow       libc.so.6       7f960c71b9b0            1           48
     _IO_file_underflow       libc.so.6       7f960c71b750            1           40
           _IO_do_write       libc.so.6       7f960c71b720            2           19
