===============================================
MyPinTool analysis results: 
Number of instructions: 6434274
Number of basic blocks: 1634402
Number of threads: 8
===============================================
              Procedure           Image            Address        Calls Instructions
         __strcmp_ssse3       libc.so.6       7f87408f83d0            8          392
          _dl_vdso_vsym       libc.so.6       7f87408edea0            3           81
    __libc_dl_error_tsd       libc.so.6       7f87408ede80            1            3
_dl_mcount_wrapper_check       libc.so.6       7f87408ed6a0          128          512
               _dl_addr       libc.so.6       7f87408ed340            1        56045
    __libc_pthread_init       libc.so.6       7f87408c3ce0            1          393
    __unregister_atfork       libc.so.6       7f87408c3b40            5           95
        __linkin_atfork       libc.so.6       7f87408c3ad0            1            8
      __register_atfork       libc.so.6       7f87408c3980            1           49
__libc_disable_asynccancel       libc.so.6       7f87408c3900            3           36
__libc_enable_asynccancel       libc.so.6       7f87408c38a0            3           33
               wctype_l       libc.so.6       7f87408bad30            9          876
                  clone       libc.so.6       7f87408b6dd0            7          189
            __init_misc       libc.so.6       7f87408b6ca0            1           24
               mprotect       libc.so.6       7f87408b2e30            7           35
                 munmap       libc.so.6       7f87408b2e00            1            5
                   mmap       libc.so.6       7f87408b2dd0            9           54
            getpagesize       libc.so.6       7f87408afc40            8           40
                 __sbrk       libc.so.6       7f87408af660            2           46
                    brk       libc.so.6       7f87408af5e0            2           26
              getrlimit       libc.so.6       7f87408af180            1            5
       __close_nocancel       libc.so.6       7f87408aa509            1            5
       __write_nocancel       libc.so.6       7f87408a9f09            0           13
                __write       libc.so.6       7f87408a9f00            1           15
        __read_nocancel       libc.so.6       7f87408a9ea9            0           13
                 __read       libc.so.6       7f87408a9ea0            1           15
        __open_nocancel       libc.so.6       7f87408a9c99            0           13
                 __open       libc.so.6       7f87408a9c90            1           15
               __fxstat       libc.so.6       7f87408a97e0            2           20
      popcount_cpucount       libc.so.6       7f87408a95e0            1          391
                  _exit       libc.so.6       7f8740887e60            1           10
                  wctob       libc.so.6       7f874086c080          128         2432
                  btowc       libc.so.6       7f874086bef0          256         8192
           handle_intel       libc.so.6       7f8740869ea0            2           98
       intel_check_word       libc.so.6       7f8740869be0            4          850
          __strstr_sse2       libc.so.6       7f8740868bd0            1           25
