===============================================
MyPinTool analysis results: 
Number of instructions: 6589025
Number of basic blocks: 1676371
Number of threads: 8
===============================================
              Procedure           Image            Address        Calls Instructions
         __strcmp_ssse3       libc.so.6       7f3dd5abc3d0            8          392
          _dl_vdso_vsym       libc.so.6       7f3dd5ab1ea0            3           81
    __libc_dl_error_tsd       libc.so.6       7f3dd5ab1e80            1            3
_dl_mcount_wrapper_check       libc.so.6       7f3dd5ab16a0          128          512
               _dl_addr       libc.so.6       7f3dd5ab1340            1        56045
    __libc_pthread_init       libc.so.6       7f3dd5a87ce0            1          393
    __unregister_atfork       libc.so.6       7f3dd5a87b40            5           95
        __linkin_atfork       libc.so.6       7f3dd5a87ad0            1            8
      __register_atfork       libc.so.6       7f3dd5a87980            1           49
__libc_disable_asynccancel       libc.so.6       7f3dd5a87900            3           36
__libc_enable_asynccancel       libc.so.6       7f3dd5a878a0            3           33
               wctype_l       libc.so.6       7f3dd5a7ed30            9          876
                  clone       libc.so.6       7f3dd5a7add0            7          189
            __init_misc       libc.so.6       7f3dd5a7aca0            1           24
               mprotect       libc.so.6       7f3dd5a76e30            7           35
                 munmap       libc.so.6       7f3dd5a76e00            1            5
                   mmap       libc.so.6       7f3dd5a76dd0            9           54
            getpagesize       libc.so.6       7f3dd5a73c40            8           40
                 __sbrk       libc.so.6       7f3dd5a73660            2           46
                    brk       libc.so.6       7f3dd5a735e0            2           26
              getrlimit       libc.so.6       7f3dd5a73180            1            5
       __close_nocancel       libc.so.6       7f3dd5a6e509            1            5
       __write_nocancel       libc.so.6       7f3dd5a6df09            0           13
                __write       libc.so.6       7f3dd5a6df00            1           15
        __read_nocancel       libc.so.6       7f3dd5a6dea9            0           13
                 __read       libc.so.6       7f3dd5a6dea0            1           15
        __open_nocancel       libc.so.6       7f3dd5a6dc99            0           13
                 __open       libc.so.6       7f3dd5a6dc90            1           15
               __fxstat       libc.so.6       7f3dd5a6d7e0            2           20
      popcount_cpucount       libc.so.6       7f3dd5a6d5e0            1          391
                  _exit       libc.so.6       7f3dd5a4be60            1           10
                  wctob       libc.so.6       7f3dd5a30080          128         2432
                  btowc       libc.so.6       7f3dd5a2fef0          256         8192
           handle_intel       libc.so.6       7f3dd5a2dea0            2           98
       intel_check_word       libc.so.6       7f3dd5a2dbe0            4          850
          __strstr_sse2       libc.so.6       7f3dd5a2cbd0            1           25
              strchrnul       libc.so.6       7f3dd5a1f960           41         1015
          __memcpy_sse2       libc.so.6       7f3dd5a1e420           12          241
         __mempcpy_sse2       libc.so.6       7f3dd5a193b0           66         1281
                 memset       libc.so.6       7f3dd5a19260           15          587
            __GI_memcmp       libc.so.6       7f3dd5a18c30           41          857
           __GI_strrchr       libc.so.6       7f3dd5a18150            1          106
                 strlen       libc.so.6       7f3dd5a16400           73         1316
     __default_morecore       libc.so.6       7f3dd5a130c0            2           16
       realloc_hook_ini       libc.so.6       7f3dd5a11860            1            8
        malloc_hook_ini       libc.so.6       7f3dd5a11820            1           11
   ptmalloc_init.part.8       libc.so.6       7f3dd5a113f0            1          622
          __libc_calloc       libc.so.6       7f3dd5a10e20            7          581
         __libc_realloc       libc.so.6       7f3dd5a109a0            2           48
                  cfree       libc.so.6       7f3dd5a10910           63          753
                 malloc       libc.so.6       7f3dd5a104d0           44         1893
            _int_malloc       libc.so.6       7f3dd5a0e0b0           50         6906
              _int_free       libc.so.6       7f3dd5a0d540           39         3342
     malloc_consolidate       libc.so.6       7f3dd5a0cee0            5          495
      malloc_init_state       libc.so.6       7f3dd5a0bff0            1          648
     _IO_unsave_markers       libc.so.6       7f3dd5a0b450            1            5
            _IO_cleanup       libc.so.6       7f3dd5a0aee0            1          102
    _IO_flush_all_lockp       libc.so.6       7f3dd5a0ac60            1           88
     _IO_default_finish       libc.so.6       7f3dd5a0ab10            1           14
            _IO_no_init       libc.so.6       7f3dd5a0aa30            1           33
           _IO_old_init       libc.so.6       7f3dd5a0a980            1           25
     _IO_default_setbuf       libc.so.6       7f3dd5a0a860            1           29
              _IO_sgetn       libc.so.6       7f3dd5a0a7a0            7           21
     _IO_default_xsputn       libc.so.6       7f3dd5a0a6d0            1          105
         _IO_doallocbuf       libc.so.6       7f3dd5a0a640            2           26
               _IO_setb       libc.so.6       7f3dd5a0a5c0            4           91
            __underflow       libc.so.6       7f3dd5a0a430            1           22
 _IO_switch_to_get_mode       libc.so.6       7f3dd5a0a350            1           20
            _IO_link_in       libc.so.6       7f3dd5a09ee0            2          107
            _IO_un_link       libc.so.6       7f3dd5a09c90            3          114
      _IO_file_overflow       libc.so.6       7f3dd5a099b0            1           48
     _IO_file_underflow       libc.so.6       7f3dd5a09750            1           40
