===============================================
MyPinTool analysis results: 
Number of instructions: 8568940
Number of basic blocks: 2252915
Number of threads: 8
===============================================
              Procedure           Image            Address        Calls Instructions
         __strcmp_ssse3       libc.so.6       7ff14ebb13d0            8          392
          _dl_vdso_vsym       libc.so.6       7ff14eba6ea0            3           81
    __libc_dl_error_tsd       libc.so.6       7ff14eba6e80            1            3
_dl_mcount_wrapper_check       libc.so.6       7ff14eba66a0          128          512
               _dl_addr       libc.so.6       7ff14eba6340            1        56045
    __libc_pthread_init       libc.so.6       7ff14eb7cce0            1          393
    __unregister_atfork       libc.so.6       7ff14eb7cb40            5           95
        __linkin_atfork       libc.so.6       7ff14eb7cad0            1            8
      __register_atfork       libc.so.6       7ff14eb7c980            1           49
__libc_disable_asynccancel       libc.so.6       7ff14eb7c900            3           36
__libc_enable_asynccancel       libc.so.6       7ff14eb7c8a0            3           33
               wctype_l       libc.so.6       7ff14eb73d30            9          876
                  clone       libc.so.6       7ff14eb6fdd0            7          189
            __init_misc       libc.so.6       7ff14eb6fca0            1           24
               mprotect       libc.so.6       7ff14eb6be30            7           35
                 munmap       libc.so.6       7ff14eb6be00            1            5
                   mmap       libc.so.6       7ff14eb6bdd0            9           54
            getpagesize       libc.so.6       7ff14eb68c40            8           40
                 __sbrk       libc.so.6       7ff14eb68660            2           46
                    brk       libc.so.6       7ff14eb685e0            2           26
              getrlimit       libc.so.6       7ff14eb68180            1            5
       __close_nocancel       libc.so.6       7ff14eb63509            1            5
       __write_nocancel       libc.so.6       7ff14eb62f09            0           13
                __write       libc.so.6       7ff14eb62f00            1           15
        __read_nocancel       libc.so.6       7ff14eb62ea9            0           13
                 __read       libc.so.6       7ff14eb62ea0            1           15
        __open_nocancel       libc.so.6       7ff14eb62c99            0           13
                 __open       libc.so.6       7ff14eb62c90            1           15
               __fxstat       libc.so.6       7ff14eb627e0            2           20
      popcount_cpucount       libc.so.6       7ff14eb625e0            1          391
                  _exit       libc.so.6       7ff14eb40e60            1           10
                  wctob       libc.so.6       7ff14eb25080          128         2432
                  btowc       libc.so.6       7ff14eb24ef0          256         8192
           handle_intel       libc.so.6       7ff14eb22ea0            2           98
       intel_check_word       libc.so.6       7ff14eb22be0            4          850
          __strstr_sse2       libc.so.6       7ff14eb21bd0            1           25
              strchrnul       libc.so.6       7ff14eb14960           41         1015
          __memcpy_sse2       libc.so.6       7ff14eb13420           12          241
         __mempcpy_sse2       libc.so.6       7ff14eb0e3b0           66         1281
                 memset       libc.so.6       7ff14eb0e260           15          587
            __GI_memcmp       libc.so.6       7ff14eb0dc30           41          857
           __GI_strrchr       libc.so.6       7ff14eb0d150            1          106
                 strlen       libc.so.6       7ff14eb0b400           73         1316
     __default_morecore       libc.so.6       7ff14eb080c0            2           16
       realloc_hook_ini       libc.so.6       7ff14eb06860            1            8
        malloc_hook_ini       libc.so.6       7ff14eb06820            1           11
   ptmalloc_init.part.8       libc.so.6       7ff14eb063f0            1          622
          __libc_calloc       libc.so.6       7ff14eb05e20            7          581
         __libc_realloc       libc.so.6       7ff14eb059a0            2           48
                  cfree       libc.so.6       7ff14eb05910           63          753
                 malloc       libc.so.6       7ff14eb054d0           44         1893
            _int_malloc       libc.so.6       7ff14eb030b0           50         6906
              _int_free       libc.so.6       7ff14eb02540           39         3342
     malloc_consolidate       libc.so.6       7ff14eb01ee0            5          495
      malloc_init_state       libc.so.6       7ff14eb00ff0            1          648
     _IO_unsave_markers       libc.so.6       7ff14eb00450            1            5
            _IO_cleanup       libc.so.6       7ff14eaffee0            1          102
    _IO_flush_all_lockp       libc.so.6       7ff14eaffc60            1           88
     _IO_default_finish       libc.so.6       7ff14eaffb10            1           14
            _IO_no_init       libc.so.6       7ff14eaffa30            1           33
           _IO_old_init       libc.so.6       7ff14eaff980            1           25
     _IO_default_setbuf       libc.so.6       7ff14eaff860            1           29
              _IO_sgetn       libc.so.6       7ff14eaff7a0            7           21
     _IO_default_xsputn       libc.so.6       7ff14eaff6d0            1          105
         _IO_doallocbuf       libc.so.6       7ff14eaff640            2           26
               _IO_setb       libc.so.6       7ff14eaff5c0            4           91
            __underflow       libc.so.6       7ff14eaff430            1           22
 _IO_switch_to_get_mode       libc.so.6       7ff14eaff350            1           20
            _IO_link_in       libc.so.6       7ff14eafeee0            2          107
            _IO_un_link       libc.so.6       7ff14eafec90            3          114
      _IO_file_overflow       libc.so.6       7ff14eafe9b0            1           48
     _IO_file_underflow       libc.so.6       7ff14eafe750            1           40
           _IO_do_write       libc.so.6       7ff14eafe720            2           19
         _IO_file_fopen       libc.so.6       7ff14eafe1f0            1           70
          _IO_file_open       libc.so.6       7ff14eafe140            1           32
        _IO_file_finish       libc.so.6       7ff14eafe0c0            1            8
      _IO_file_close_it       libc.so.6       7ff14eafdf40            1           48
          _IO_file_init       libc.so.6       7ff14eafdf10            1           13
        _IO_file_xsputn       libc.so.6       7ff14eafdd70           64         2892
          _IO_file_read       libc.so.6       7ff14eafdd50            1            4
        _IO_file_xsgetn       libc.so.6       7ff14eafda20            7          259
         _IO_file_write       libc.so.6       7ff14eafd890            1           36
          _IO_file_stat       libc.so.6       7ff14eafd880            2            8
           new_do_write       libc.so.6       7ff14eafcf50            1           40
        _IO_file_setbuf       libc.so.6       7ff14eafcec0            1           15
         _IO_file_close       libc.so.6       7ff14eafceb0            1            2
          _IO_file_sync       libc.so.6       7ff14eafcdf0            7          101
                  fread       libc.so.6       7ff14eaf38d0            7          385
                  fopen       libc.so.6       7ff14eaf3520            1            2
       __fopen_internal       libc.so.6       7ff14eaf3470            1           39
     __fopen_maybe_mmap       libc.so.6       7ff14eaf3430            1            4
             _IO_fflush       libc.so.6       7ff14eaf2f20            6          252
                 fclose       libc.so.6       7ff14eaf2a50            1           75
    _IO_file_doallocate       libc.so.6       7ff14eaf2930            2           88
                 printf       libc.so.6       7ff14ead9ec0           15          339
            __printf_fp       libc.so.6       7ff14ead5010            3         2618
       hack_digit.13631       libc.so.6       7ff14ead4e50           25         1096
               vfprintf       libc.so.6       7ff14eacf970           15         6734
             _itoa_word       libc.so.6       7ff14eacf790           23          566
   __mpn_extract_double       libc.so.6       7ff14eacf0e0            3           63
            __mpn_mul_1       libc.so.6       7ff14eace440           26          532
           __mpn_rshift       libc.so.6       7ff14eacdf30            5           85
           __mpn_lshift       libc.so.6       7ff14eacde20            3           45
           __mpn_divrem       libc.so.6       7ff14eacd9d0           18          858
              __mpn_cmp       libc.so.6       7ff14eacd930            3           33
__GI_____strtol_l_internal       libc.so.6       7ff14eac24d0            1          102
                strtoll       libc.so.6       7ff14eac2470            1            5
      __drand48_iterate       libc.so.6       7ff14eac23f0            8          165
              erand48_r       libc.so.6       7ff14eac21d0            8          264
                erand48       libc.so.6       7ff14eac20c0            8           56
       __call_tls_dtors       libc.so.6       7ff14eac15d0            1           12
         __cxa_finalize       libc.so.6       7ff14eac1350            5          381
           __cxa_atexit       libc.so.6       7ff14eac12c0           10          220
           __new_exitfn       libc.so.6       7ff14eac1100           10          440
                   exit       libc.so.6       7ff14eac1090            1            4
    __run_exit_handlers       libc.so.6       7ff14eac0f80            1          210
                 getenv       libc.so.6       7ff14eac0620           12         6960
                _setjmp       libc.so.6       7ff14eabe310            8           16
          __sigjmp_save       libc.so.6       7ff14eabe2d0            8           72
            __sigsetjmp       libc.so.6       7ff14eabe270            8          144
                  isnan       libc.so.6       7ff14eabd890            3           21
                __isinf       libc.so.6       7ff14eabd850            3           39
           __ctype_init       libc.so.6       7ff14eab7910            8          136
            __uselocale       libc.so.6       7ff14eab6f50            2           44
            __newlocale       libc.so.6       7ff14eab6670            1           40
    __gconv_btwoc_ascii       libc.so.6       7ff14eaadf40          128          640
     __get_cpu_features       libc.so.6       7ff14eaab0d0            1            5
      __libc_start_main       libc.so.6       7ff14eaaaaf0            1           60
                  _init       libc.so.6       7ff14eaaa940            1          101
         init_cacheinfo       libc.so.6       7ff14eaaa6d0            1          144
                   .plt       libc.so.6       7ff14eaa8480            0            4
                  _fini libpthread.so.0       7ff14ee488d4            1            3
           elision_init libpthread.so.0       7ff14ee482c0            1           14
     __get_cpu_features libpthread.so.0       7ff14ee482a0            1            6
    __init_cpu_features libpthread.so.0       7ff14ee48050            1           70
 pthread_getaffinity_np libpthread.so.0       7ff14ee46cc0            1           20
       __libc_sigaction libpthread.so.0       7ff14ee46a00            2          132
_pthread_cleanup_pop_restore libpthread.so.0       7ff14ee45480           17          136
_pthread_cleanup_push_defer libpthread.so.0       7ff14ee45420           17          238
           pthread_once libpthread.so.0       7ff14ee44420           32          176
    pthread_setspecific libpthread.so.0       7ff14ee43f70            2           68
