752	668
305	480
542	76
717	50
752	997
236	212
82	336
556	526
542	404
270	16
204	556
670	158
204	236
270	436
204	685
360	148
410	37
340	957
44	765
13	686
334	48
685	1004
550	526
84	526
125	303
204	270
880	125
588	989
542	609
926	654
892	856
892	588
816	493
239	556
433	247
542	356
880	914
79	848
212	844
444	464
562	588
685	752
16	534
468	687
717	858
236	620
612	628
188	861
606	701
108	864
212	876
924	792
398	670
76	525
568	526
204	973
790	822
270	372
685	524
108	588
845	78
189	845
868	765
588	868
664	252
705	380
600	206
720	588
204	512
372	414
340	540
892	78
204	976
720	44
445	818
733	782
717	784
685	82
204	696
606	83
204	204
973	178
860	429
340	84
784	141
848	597
206	914
612	1000
76	76
236	606
720	429
56	693
44	588
685	117
410	541
204	757
236	488
84	464
270	270
305	820
305	909
76	876
743	813
800	118
204	914
941	604
784	908
142	429
372	4
480	561
685	664
204	348
56	749
142	782
860	512
720	140
445	573
189	400
67	212
44	148
56	439
236	716
720	600
720	716
284	247
536	332
1020	620
76	924
284	628
717	76
270	845
860	571
31	16
588	680
340	944
860	238
912	396
7	76
270	701
117	44
204	997
860	943
64	976
166	716
10	193
189	526
114	412
44	821
82	596
860	670
204	278
790	728
270	528
236	396
752	652
334	109
844	60
128	864
340	941
160	652
524	1004
117	302
270	876
720	509
752	508
720	340
313	220
480	76
340	552
76	588
784	702
354	916
480	930
816	430
652	1004
108	348
204	992
76	813
856	109
503	237
1020	750
702	333
79	880
212	332
236	398
666	173
612	768
702	220
752	760
577	12
340	375
728	429
685	270
717	334
606	879
372	908
204	228
912	354
988	144
556	1008
204	108
28	252
784	468
506	338
962	296
462	367
204	956
429	268
716	957
509	44
236	604
204	776
988	493
195	628
685	940
204	749
204	714
924	879
236	464
305	445
236	76
56	736
620	246
204	504
204	117
760	92
76	148
114	844
465	524
204	984
860	623
204	430
976	652
53	908
270	813
1020	532
685	844
860	334
988	255
720	236
720	236
340	957
499	972
236	945
270	612
204	302
787	976
204	720
892	144
372	78
509	916
588	978
930	592
204	185
116	156
685	336
150	286
720	716
860	484
220	237
204	270
236	64
212	125
740	973
685	930
860	61
270	31
588	654
204	462
44	1020
142	380
82	398
56	125
204	782
76	50
204	76
305	796
67	588
856	596
270	868
236	497
685	48
204	644
988	876
778	976
930	533
854	174
860	924
236	924
4	652
174	164
79	125
270	720
720	988
204	647
270	340
204	334
892	813
790	332
752	240
56	612
957	152
13	252
404	345
685	404
84	526
56	407
372	1023
1000	588
340	429
44	768
784	287
860	934
369	652
270	108
204	749
477	702
204	268
720	52
1020	976
44	716
860	253
670	46
685	940
720	524
204	496
600	272
685	660
204	270
556	86
204	914
44	620
79	588
196	919
148	333
781	518
348	461
142	493
914	654
4	1004
988	356
588	920
244	368
720	716
524	868
749	462
204	893
270	756
685	340
752	588
720	108
204	340
941	844
822	369
145	573
337	524
204	941
412	464
588	414
4	833
524	941
340	941
976	876
236	332
239	652
938	109
239	398
930	109
204	278
82	728
44	900
772	701
236	798
588	844
204	76
204	784
125	782
1022	844
108	756
128	724
76	16
868	206
577	596
212	844
740	876
204	108
76	44
790	588
318	276
336	767
845	908
749	142
76	208
337	932
76	596
239	428
204	782
204	574
924	844
445	28
720	407
76	369
976	844
950	558
348	716
302	220
44	141
752	462
261	398
752	276
848	876
784	48
76	844
720	236
340	780
236	31
748	908
436	205
76	430
588	255
204	79
494	209
337	716
860	784
117	670
253	914
685	860
204	117
833	972
594	844
941	620
685	720
204	526
340	804
372	402
588	1011
204	22
720	868
445	44
941	429
1011	109
204	740
1005	420
340	237
806	1013
884	668
860	354
204	272
860	3
807	588
784	1005
949	92
461	732
924	208
912	556
236	829
720	52
588	508
302	972
204	24
588	724
44	44
685	654
111	526
270	924
816	44
404	44
239	752
113	724
565	751
239	460
480	496
